x,y,z,D_20171127,D_20171209,D_20171221,D_20180102,D_20180114,D_20180126,D_20180207,D_20180219,D_20180303,D_20180315,D_20180327,D_20180408,D_20180420,D_20180502,D_20180514,D_20180607,D_20180619,D_20180701,D_20180713,D_20180725,D_20180806,D_20180818,D_20180830,D_20180911,D_20180923,D_20181005,D_20181017,D_20181029,D_20181110,D_20181122,D_20181204,D_20181216,D_20181222,D_20181228,D_20190109,D_20190121,D_20190202,D_20190214,D_20190226,D_20190310,D_20190322,D_20190403,D_20190415,D_20190509,D_20190521,D_20190602,D_20190614,D_20190626,D_20190708,D_20190720,D_20190801,D_20190813,D_20190906,D_20190918,D_20190930,D_20191012,D_20191105,D_20191117,D_20191129,D_20191211,D_20191223,D_20200104
102.787782,29.258620,1756.868286,0.000000,-6.660806,-0.639715,-3.938491,2.550811,2.165829,1.335788,0.365818,-0.427834,-2.186239,-0.132599,3.147848,2.141520,-6.279231,4.866579,-4.541032,-0.182926,-4.444614,4.359742,4.933341,20.433086,-3.110167,-1.652059,-4.558775,3.703163,0.364925,-3.295340,-5.571690,-8.031332,-5.322147,0.180112,1.903914,1.982226,-2.873768,-2.028155,-0.573880,0.115006,1.327165,3.885233,7.698983,5.918143,-13.393075,2.252998,6.081790,7.681011,9.093293,-5.471720,-0.161647,1.253929,24.576458,-10.862395,-8.595909,-3.112779,-6.393770,11.757299,0.210571,-8.947875,-3.148321,-0.913863,1.698810,1.890390,0.776065
102.787948,29.258620,1751.637207,0.000000,-6.175040,-0.746671,-3.777180,2.736168,1.890178,1.718363,0.297144,-0.587909,-2.668728,0.072447,3.475358,0.881292,-1.722160,9.597818,-1.452585,9.403478,-7.972143,21.845192,13.343097,-6.139095,-3.879160,-4.550985,5.077324,-0.524218,-3.382805,-6.187160,-8.265695,-5.276755,0.219454,1.875793,1.743533,-2.342614,-2.123292,-0.369892,-0.105048,1.073855,4.698890,6.586521,11.013430,-9.365563,-6.361958,1.492735,6.583647,4.650032,10.748976,-4.493484,-1.949103,-2.439314,25.944657,-9.281895,-5.590744,-3.350933,-3.592694,9.316689,0.338383,-9.594223,-3.031990,-1.115383,1.978843,2.380261,0.792873
102.788115,29.258620,1745.390747,0.000000,-5.841987,-1.303959,-3.039614,2.869210,1.718922,1.949997,0.766466,-0.643424,-3.087868,-0.363707,4.489450,1.476525,5.132692,1.473641,6.829458,-7.529307,12.154956,-12.041045,26.482201,7.726650,-7.616113,-1.235588,-5.700701,6.184532,-1.575956,-3.733038,-6.704895,-8.037295,-5.076716,0.572683,1.810622,0.881412,-1.478667,-2.309818,-0.399523,0.501555,0.533744,4.800662,6.220643,7.042250,-6.543850,-7.558974,1.524189,8.196147,2.045648,11.811211,-4.057244,0.293993,1.326805,22.406588,-7.808609,-5.787224,-3.617492,-4.855151,9.598696,1.530563,-10.555666,-3.245885,-0.788920,2.003950,2.128201
102.788282,29.258620,1739.513428,0.000000,-5.482286,-1.660941,-2.347068,2.951050,1.852302,2.396309,0.873671,-0.745424,-3.448473,-1.122953,5.365452,9.821427,0.734121,-7.759746,12.484071,-17.965722,10.826122,21.053741,3.070786,-4.825100,-4.874667,-5.756809,6.903982,-3.723190,-3.546595,-7.539698,-12.761723,0.513597,1.911529,0.284207,-0.848968,-2.567459,-0.340902,0.667155,0.450855,11.040847,4.028818,-4.655807,-8.963607,1.313146,9.202091,2.884218,11.663770,-3.656914,2.784765,5.830370,19.405163,-6.261940,-6.815937,-4.370623,-6.089323,9.055403,2.526964,-11.087765,-3.978889,-0.025688,1.719232,1.973370,0.620626,-0.400615,0.766090
102.788448,29.258620,1735.430542,0.000000,-5.984540,-2.292972,-1.966636,3.147651,2.135507,2.373558,1.284483,-0.886257,-3.097566,-1.557295,5.828231,7.014854,6.748244,-9.624419,8.147832,-15.969435,10.817000,4.423553,12.529944,-3.443010,-5.144311,-5.280112,6.958006,-6.504411,-3.001287,-15.861549,-4.283504,0.650248,2.003626,-0.257862,-0.738703,-2.449659,-0.374919,0.834970,0.640805,5.129273,5.908733,0.058732,-1.872896,-10.321956,1.260589,9.907678,15.201033,-4.393214,3.804469,6.113100,16.554941,-4.474617,-7.710161,-4.928638,-6.781773,8.137848,3.209890,-9.844402,-4.140514,0.764191,1.170747,1.674201,0.655476,-0.501217,1.209054
102.788615,29.258620,1734.343750,0.000000,-6.244624,-2.516760,-1.806830,3.217954,2.526554,2.614227,1.154224,-1.045059,-2.859863,-2.157828,5.885943,2.529095,11.983237,-8.740307,5.182153,-15.428406,9.229668,2.933862,-3.180511,20.331450,0.023174,-11.467498,-4.028990,7.157177,-10.035717,-2.083357,-7.666720,-9.134982,-3.918421,0.478403,1.970048,-0.380087,-0.727790,-2.441832,-0.265320,0.388791,1.151130,5.583375,5.695115,-0.688844,-1.445671,-10.198588,0.841040,9.713241,18.160149,-4.245661,2.623987,6.359469,14.935551,-2.873665,-8.616350,-5.654875,-4.677027,6.174490,3.925243,-8.410040,-4.436402,1.412639,0.750391,1.766773,0.657392
102.789115,29.258620,1730.088013,0.000000,-7.854251,-4.396094,-3.526600,3.138479,3.624788,2.158763,2.331405,-0.863369,-2.105764,0.148177,5.674782,-1.773571,19.119463,0.972563,-10.197479,-17.312124,-13.810444,-8.094898,20.589327,0.505130,18.104437,-12.222464,-2.105719,2.487466,-0.726009,-3.555748,-6.854897,-9.154436,-5.317194,1.728355,1.655634,1.724592,-3.049337,-2.373959,-0.411932,1.462241,2.102388,6.193474,3.899586,0.791574,-1.406231,-7.005941,0.199302,6.976029,3.008295,9.727970,-1.976194,-1.067399,3.133422,17.816966,-6.383462,-7.369500,-5.665924,-6.383676,9.152788,-8.919388,-4.389078,2.205922,1.067067,1.768541,0.757350
102.789448,29.258620,1737.059082,0.000000,-7.177627,-2.789488,-3.050962,3.501440,2.928489,3.595287,0.633580,-1.110119,-2.097023,-2.597572,2.552334,16.179084,-13.305578,-7.876522,-6.959984,-17.350567,22.150188,18.191111,-3.184885,-0.074295,-8.990938,-1.937064,2.419180,-6.796663,-2.535459,-6.557528,-7.672379,-6.860599,1.769596,1.469994,0.480514,-1.277942,-2.415520,-0.614075,1.605698,1.127224,5.785505,4.330460,1.152061,-2.956572,-5.656600,1.461801,6.905138,1.557743,10.315739,-4.741799,2.453840,-2.099426,26.505207,-14.268645,-3.350553,-6.142587,-7.666084,9.290230,5.462775,-15.890186,-2.934583,1.519891,0.492718,1.952892,1.075461
102.790782,29.258620,1759.736694,0.000000,-12.130229,-1.643150,-7.053306,7.259603,4.021554,3.697354,2.000991,-0.714068,-4.278948,-0.257115,4.999642,1.730370,-9.836652,9.415363,-1.378278,-5.818466,3.326773,-8.103146,7.182965,-1.701525,7.416040,-11.588866,-0.695975,5.314191,5.171752,-6.061926,-12.809778,-10.032164,-4.696167,0.069870,1.701294,3.893475,-3.036995,-3.525089,-1.305657,1.866657,4.762471,4.166801,5.842854,4.034572,-3.347200,-5.043224,-1.600798,7.510948,12.523080,0.072419,-1.825527,-1.695828,2.022170,6.670317,-7.207555,-0.253440,-12.643351,-0.399525,-5.564541,-4.578262,5.830788,-4.611321,1.185274,3.800066,2.644791
102.791782,29.258620,1745.963989,0.000000,-3.068416,-1.258581,2.566764,4.629988,0.207949,-1.396270,-0.044737,-4.360677,1.344379,3.463626,1.859283,-0.650246,-11.514879,1.447617,-1.087761,5.142835,13.116468,16.539580,-4.021118,15.431295,2.486245,3.283702,-1.582351,-4.268895,-6.943033,-4.186125,-7.404134,-0.760424,0.178682,0.805855,0.055882,-3.347470,0.174080,0.254410,1.699781,1.959897,8.116945,4.169416,-0.062649,1.250897,1.334164,10.036460,8.676571,3.101956,3.322670,-3.145874,6.041748,19.261764,-14.892753,-0.228936,-6.685977,-0.041836,-1.073204,0.798168,-2.700043,1.428192,0.210194,0.887756,0.373429,1.047023,0.392331
102.793282,29.258620,1668.215332,0.000000,2.743348,-0.073122,0.954916,-0.918697,-0.564309,0.177015,0.012312,-1.058276,0.903523,2.468625,0.863052,-2.945614,-8.523178,-6.164072,-5.476195,7.267013,1.553624,12.330217,15.066901,0.544551,-0.309951,0.530531,1.749103,-2.278667,-3.578327,-0.996157,-4.536464,-6.353786,-1.135102,0.081781,0.332714,0.882458,-2.230157,-0.080430,2.280436,7.474544,3.536023,-1.069115,-2.859300,0.772569,7.259271,7.348194,0.283886,-2.228790,-1.890360,-0.655545,19.047074,-4.087277,1.672429,2.450443,4.344257,-8.510841,0.593303,-2.151287,-0.655899,-0.111709,-0.935902,-0.788906,0.450932,1.131996,0.520172
102.793448,29.258620,1659.901855,0.000000,3.084889,-0.119817,0.959215,-0.936459,-0.422174,-0.126351,-0.070222,-0.660756,0.718032,2.091347,0.951343,-4.092867,-11.280070,-0.766081,-2.538311,8.231408,6.632343,5.736013,14.583671,1.396463,-0.732502,2.541388,0.712694,-2.151394,-3.166372,-0.825855,-4.872512,-6.355510,-1.060972,-0.107723,0.434333,0.707523,-1.936995,-0.140686,-1.249385,-0.373431,3.713985,7.611173,2.304646,0.102318,-4.934737,2.972029,5.620356,6.792652,-0.027680,-1.695747,-4.656942,2.580373,20.576149,-8.501495,2.127785,-0.366490,4.898575,-7.268169,0.687080,-2.222362,-0.459996,-0.185039,-0.935337,-0.592503,0.380375
102.793615,29.258620,1651.300659,0.000000,3.255916,-0.235502,1.298136,-0.872583,-0.285876,-0.294179,-0.304128,-0.009633,-1.021510,1.277764,2.182711,-0.303283,-6.080844,-13.987334,4.051301,-8.978821,9.060471,12.457336,9.683540,6.997559,0.245647,-0.812879,3.579717,0.775866,-2.775290,-1.997720,-0.982304,-4.635196,-6.065499,-1.135582,-0.371292,0.864951,0.183518,-1.939852,-0.024144,-1.597109,3.724496,7.601323,-0.341451,2.214890,-5.485164,1.829983,6.883773,7.111994,-1.576763,1.341524,-6.992298,5.118929,19.043873,-7.006829,-0.697704,-3.685551,1.711606,-6.321190,2.760305,-1.679857,-0.443676,-0.147652,-0.884025,-0.363451,0.425279
102.793781,29.258620,1642.587036,0.000000,1.201721,2.519682,-0.081804,1.300345,-1.562453,-0.195658,-0.253358,-0.178118,0.307523,-0.698789,0.975524,1.435562,1.393366,-7.238880,-16.085781,4.517320,-5.542914,9.816544,22.827215,5.769292,8.215922,2.648306,0.976755,0.792873,-5.911453,-0.649517,-1.507832,-4.646642,-5.981061,-1.055105,-0.685768,1.721164,-0.784045,-1.933422,0.029817,-1.116833,-0.690342,4.306044,7.570728,-1.795452,2.487385,-6.446629,3.111634,6.811447,6.143011,1.721335,1.141643,-9.211712,0.177849,18.759846,-7.599346,-2.223584,-6.903780,0.948111,-2.214354,3.614781,-0.798544,-0.664400,0.096184,-0.618601,-0.152590
102.793948,29.258620,1633.995972,0.000000,1.132494,2.675604,-0.049974,1.438068,-1.727851,-0.316296,0.212072,-0.277719,0.769080,-1.090130,1.507561,1.761517,1.764242,-23.631506,5.654031,-8.520829,11.035468,3.370729,22.567014,4.407934,7.465691,4.984281,-1.030914,1.002727,-9.054426,-0.117975,-0.371964,-4.662952,-6.188543,-0.849928,-0.715092,2.243937,-1.105682,-2.161748,0.202238,-0.556704,-1.244723,4.397915,7.508376,-1.854688,1.762783,-6.190237,3.352009,6.123621,7.777187,2.307697,0.747673,-8.701431,-3.237045,16.361809,-2.588997,-2.347512,-6.255773,-0.739571,-0.786680,4.249619,-1.047303,-0.974914,0.257894,-0.328502,-0.362553
102.794615,29.258620,1591.860840,0.000000,2.044969,3.007750,-0.245993,-0.757780,-0.970862,-0.538965,0.180327,0.816940,-1.444548,1.666474,4.509982,-5.818741,-3.657849,-5.004398,4.942092,3.650880,18.146801,10.393922,5.859627,5.325062,-3.696777,0.534485,2.244281,-3.588852,-1.210762,-2.819530,-1.681021,-2.535833,-0.836809,0.602972,-1.187615,2.334612,-2.241342,-0.192753,0.296079,-1.932607,3.115671,7.273458,1.237484,2.069607,-3.402187,0.526054,8.763050,14.491543,-3.443836,4.939907,-7.271469,7.131126,20.004387,-8.216904,-3.635238,-4.052742,-3.510872,-0.938297,1.992786,-0.723499,0.436374,0.453110,1.205750,-0.249093,-0.364410
102.794781,29.258620,1581.502319,0.000000,4.162082,0.466411,-0.631538,-0.471386,-0.508508,1.241753,-0.119228,-2.987446,5.054927,-0.368074,-2.067029,3.821703,-1.169893,7.294758,9.824648,6.188845,-3.905598,15.363034,0.507744,1.499511,-3.430481,-0.395626,-1.616192,-1.537300,-4.529186,-0.405907,-0.125751,-0.445679,1.846405,-1.943880,-0.489462,-0.012357,-1.485835,3.654740,6.455879,0.193821,3.115967,-2.681404,0.552166,9.099559,7.440083,0.490330,-0.543076,-6.326359,3.034657,20.432445,-17.489513,5.912559,-2.581924,-3.122959,-2.684429,4.049453,-4.010944,0.060265,1.673847,0.729221,-0.315334,0.749309,1.263627,0.112384,1.130001
102.794948,29.258620,1568.524414,0.000000,4.579152,1.202807,-0.380658,-0.262426,-0.178724,1.603828,0.135569,-4.383538,0.899590,-0.688235,-0.422833,2.704090,5.626745,-5.238515,6.226442,-6.377534,4.544725,13.922763,2.558823,-4.295124,18.826485,-0.408898,2.030926,-6.036468,0.466327,-0.056511,-3.823013,-4.423748,-0.001558,-0.147766,-0.334017,1.952524,-1.849026,-0.541408,-0.337542,-1.035219,3.790344,6.534807,-0.096599,3.539253,-1.356178,0.308273,7.692818,3.790531,4.547603,-4.573112,-6.790546,-8.706784,29.014012,-18.067070,8.297294,-1.550365,-4.257374,-1.792175,2.953705,-4.546875,-0.888722,2.785027,0.348739,-0.148506,1.398918
102.795448,29.258620,1538.482056,0.000000,2.045769,5.067100,1.271527,0.496214,-0.346072,-1.059514,3.244516,-0.060525,-2.025308,-1.063762,-1.057162,-2.883815,3.478373,5.473097,-1.170472,-4.318096,-10.685786,9.898294,-0.007644,19.346716,6.714994,15.159332,1.070855,3.236400,3.205822,-11.863636,1.693222,1.186123,-3.543274,-1.681492,-0.783752,0.222416,1.067341,1.167999,-2.805077,0.925545,-0.194000,0.176586,3.808395,6.348290,0.869671,1.412914,-4.217266,3.797703,3.675140,1.585228,5.111946,-4.713428,-4.722382,-13.641884,44.031796,-8.712219,-4.467553,-2.473648,1.170891,-5.841267,4.962780,-0.468391,0.726837,0.627236,-0.117188
102.795615,29.258620,1532.903076,0.000000,1.764527,4.877379,1.101082,0.900756,-0.434200,-1.218382,3.522369,-0.564196,-1.405680,-1.167516,-2.069579,-3.471703,6.627974,2.503016,-0.946205,-4.704323,-17.206846,10.238753,3.053006,21.489058,7.566181,19.436077,4.255898,5.766468,2.438892,-11.290810,2.346062,-0.130337,-1.655952,-1.542751,-1.181069,-0.105240,1.358456,1.141933,-2.745883,0.860279,-0.469334,0.572262,3.807880,6.083351,0.722916,3.265938,-6.036167,3.285377,4.568886,1.104652,4.757439,-6.455383,-4.807663,-13.270951,41.631005,-7.676033,-2.727951,-2.444229,-0.147202,-4.134689,2.409294,0.396469,0.595451,0.172562,-0.027977
102.796448,29.258620,1462.110962,0.000000,4.988561,2.607909,2.084108,1.110173,1.481774,-1.249129,3.271036,1.090255,-0.224081,-3.065158,-1.289004,9.984181,3.142080,-1.782545,-10.756611,12.284744,3.975289,-4.243191,18.054106,37.276249,7.908393,1.767418,-4.503112,2.606452,2.012665,-3.167129,-2.244248,4.676560,-1.363060,-5.257103,-0.497902,0.935196,-0.835961,3.247879,-0.871078,2.382263,0.026322,-1.265595,4.286285,6.827988,3.109573,-6.647377,3.332596,-2.051376,7.172760,9.297981,-0.542434,-6.611939,-15.009872,-11.961846,17.718827,13.454856,-4.780189,2.949211,-0.827126,4.248772,0.795906,4.591385,1.756256,2.010544,-0.571167
102.796615,29.258620,1454.487549,0.000000,4.045579,2.730005,2.446809,0.999344,1.401064,-0.688938,3.003582,2.583992,-0.019799,-3.882598,0.936364,6.476552,-2.722489,-1.651763,0.485490,-2.630836,0.729463,-1.815441,14.138659,19.208841,14.849953,-0.699990,-2.583126,4.345578,1.421772,1.396434,-4.800159,3.482094,-0.152371,-5.426517,-0.712628,0.328450,0.292129,2.446591,-0.305592,1.706520,0.204277,-0.839802,3.700180,6.999421,0.434272,-3.053734,-0.776275,-1.792206,7.170364,6.873101,0.649833,-4.814262,-13.870670,-9.665047,17.394619,11.086182,-1.862557,-0.365608,-1.814240,2.885147,0.360329,4.083626,2.266998,1.894364,-0.478676
102.796948,29.258620,1429.647949,0.000000,4.197262,2.729138,3.578692,1.265234,0.979401,0.417215,1.981100,2.059077,-0.197109,-3.960674,1.472573,-2.739273,-0.458103,-2.291492,-2.279271,-16.088804,-8.125398,0.432007,13.857496,-0.970835,16.815299,-0.053479,0.454356,2.883391,3.510201,-0.981937,-1.450497,1.840788,-1.165119,-4.429565,0.206732,-0.229608,0.508385,2.524426,0.191463,0.893204,0.677027,-0.426195,2.288505,6.229952,-3.712612,4.794067,-6.053169,-1.027227,4.491745,-3.712906,4.611585,-9.712399,-14.457868,-10.147307,20.512235,8.532255,-3.473379,1.600177,-4.427618,-0.935253,1.071237,3.625746,2.539540,1.277784,0.691265
102.797115,29.258620,1422.097534,0.000000,4.690679,2.310829,3.616850,0.977446,0.989891,0.297016,1.943319,0.475423,-0.891973,-2.766592,0.611192,-3.888453,2.804344,0.493386,-14.858601,-8.039362,-15.286035,-3.356007,17.282581,-0.422919,11.645277,8.173010,-0.124756,1.723124,3.565915,-4.804194,1.160034,1.190509,-2.204881,-3.754373,0.987837,-0.070078,0.031319,2.922010,-0.183036,1.220719,0.417945,-0.539748,2.420763,4.916912,-2.141556,2.909119,-5.900856,-0.129702,3.671825,-8.620449,2.612439,-9.164503,-14.453070,-10.455753,21.699386,1.113120,4.809451,-4.250611,0.367442,-0.274113,4.014405,2.504556,1.620487,0.836825,0.891496
102.798115,29.258620,1356.514160,0.000000,5.022048,1.117492,0.696129,-1.045135,-0.674371,-2.153302,3.502084,-0.428947,-3.513273,-1.092153,0.882284,-4.768442,7.644670,-3.668087,2.398414,-11.848744,-5.410231,3.154697,-10.116921,26.886592,-8.398059,-5.915528,2.097683,1.757822,-6.759850,3.503464,4.027358,-5.160479,-0.642601,-1.547398,1.028757,-0.250534,1.871954,-0.992289,-0.839419,-1.112913,-1.790294,3.248377,4.020925,0.331125,-2.739914,4.537377,1.671131,-2.678538,5.291421,-7.289228,-4.458975,-53.850769,10.167858,46.430706,0.237244,2.949669,-6.114352,2.510829,2.894886,0.948526,2.793442,4.731510,-0.802146,0.652516,1.049814
102.798615,29.258620,1312.058594,0.000000,3.739836,2.573494,0.661884,-0.575940,-1.207177,-0.679330,3.062327,0.209269,-2.432229,-1.598893,-2.675222,2.463060,11.269616,7.760991,0.330745,5.087452,-2.466844,8.098905,1.357228,14.013698,10.137291,6.483052,8.711158,0.799248,-1.757675,-1.777268,-0.554359,2.519295,-0.916382,-5.748512,-0.978775,-1.107796,4.084900,-2.290909,-1.718834,0.431862,-0.733360,-1.809941,1.514515,5.135491,0.012039,-1.360077,-1.882729,-1.305885,3.465134,-11.364952,16.839355,-5.956558,-7.271774,17.355186,7.056435,-9.766999,-1.125358,-10.893757,3.166584,-2.860619,1.444176,2.004860,2.267021,-1.665436,-1.040702
102.798781,29.258620,1307.094849,0.000000,4.046858,2.972685,0.635405,-0.589638,-1.006743,-0.711496,2.497210,0.002302,-2.053437,-2.914734,-1.722292,4.120920,5.592917,8.494932,0.610115,2.002541,-1.409542,0.832925,7.330760,13.210046,7.772358,10.711754,5.159588,-0.826202,0.190322,-2.689239,-0.259956,1.317482,-0.464673,-5.575408,-1.109894,-0.849831,3.844566,-2.233543,-1.760151,0.310604,-0.586986,-1.824024,1.279716,5.151550,0.318955,-1.876049,0.312626,-1.039299,3.950813,-8.983330,8.900471,-6.935516,-8.317425,6.659404,17.321877,-14.124763,0.943084,-11.584064,7.427395,-5.395249,1.720341,1.572689,1.251499,-1.537601,-0.590012
102.798948,29.258620,1299.288574,0.000000,4.066722,3.319775,0.603213,-0.512179,-1.129347,-0.697713,2.006337,-0.860563,-1.885606,-3.291876,-0.120189,5.935440,2.886068,1.878866,4.040810,-0.205904,-1.864875,-3.135438,11.146490,8.452957,5.834324,9.598480,8.996895,2.414520,0.398232,-1.856713,-0.559917,-0.318813,-1.035645,-5.079624,-0.995701,-0.465511,1.837944,-0.940422,-1.728325,0.154964,-0.648708,-1.909367,1.345162,4.878078,-0.359386,-1.751179,3.026737,-1.393261,2.778054,-10.727784,7.185891,-6.996174,-9.406323,-3.701927,27.198395,-14.467571,1.075309,-14.193056,13.840471,-7.793056,1.294014,1.660377,1.531853,-1.787189,-0.370602
102.799615,29.258620,1253.876587,0.000000,5.181761,2.555146,0.748974,0.108434,-1.298844,-3.060385,1.261620,-0.511518,-1.138891,-1.067387,0.614370,2.948179,14.499520,3.387685,-0.457813,2.418623,2.801237,0.044537,-0.229275,13.275768,12.490792,1.457012,4.580292,1.134174,0.544441,-1.123138,-0.829125,1.606961,-0.665444,-6.636406,-1.173237,0.794178,0.502484,0.956890,-1.209679,0.575283,-1.631065,-2.574177,2.133782,4.965976,1.219601,-2.837147,0.338627,-0.083073,0.137547,6.530716,-4.256752,-9.618515,-6.064526,-10.624111,11.786453,3.884995,6.846954,-0.468510,-1.698143,-4.191974,-3.072064,2.680832,-2.069633,-0.109551,-1.291675
102.800281,29.258620,1207.540039,0.000000,1.711603,4.967360,2.351254,-1.156941,-2.064766,-1.530823,0.348108,0.456552,-0.230271,-2.324789,-0.736535,1.501176,0.690908,-1.521500,-0.279752,1.043429,0.792635,4.910322,11.829741,-3.266904,1.588882,-0.487944,2.992968,1.749891,4.265333,-7.634248,1.001247,0.786791,-0.846012,-4.151337,0.305947,-0.819672,0.879196,2.637838,-0.933231,0.752348,-1.525454,-2.936079,1.773362,4.205186,0.859406,1.266361,-1.625637,-0.666838,2.878493,-0.958141,3.581567,-2.084604,-10.050776,-3.844155,13.635142,2.277140,2.676720,0.763965,4.288109,-2.700548,1.118227,1.707417,0.640815,0.125996,-0.506466
102.800615,29.258620,1183.182251,0.000000,3.986917,3.208725,2.588860,-1.529549,-1.648317,-1.767370,1.372001,0.244693,0.244129,-5.123768,2.932550,-0.613993,2.327744,-2.738017,7.295563,6.458382,7.504868,-1.746954,10.145328,10.030827,-6.543141,3.482308,0.129658,1.900520,-5.550762,-0.144539,5.154224,0.304764,-3.026974,-0.748523,2.000744,-2.251465,3.099979,-0.774059,0.425209,-1.515419,-3.313210,2.566723,3.593060,0.763004,-0.760952,0.036533,0.024090,0.691956,2.581634,0.379055,1.100762,-12.869877,-2.008366,11.199501,-6.487678,-0.416867,0.735032,5.915813,-3.040146,-1.313904,3.730599,1.399856,0.483551,-0.868217,-0.116669
102.800781,29.258620,1171.328003,0.000000,4.063170,3.105874,2.279509,-1.562888,-1.411960,-1.525843,1.234888,0.046619,-0.745365,-3.266307,3.395883,-1.167368,7.860543,9.762013,8.128749,-6.466898,10.176878,13.701001,-6.343586,4.908855,1.282398,2.008969,-5.164498,0.457882,4.459297,0.266674,-2.809772,-0.600288,1.981086,-2.394539,3.166291,-0.831459,0.748085,-1.815754,-3.409333,2.962273,3.501747,0.212910,-0.660492,-1.553711,1.213429,0.555778,2.436188,-0.460636,0.749019,-12.867687,-1.212189,7.164669,-4.735492,-1.522736,1.294205,4.691822,-4.479340,-0.923309,3.259636,1.430340,0.328869,-1.054471,-0.061214,0.809818,1.825032
102.801115,29.258620,1145.894775,0.000000,1.920223,3.868793,1.427258,-1.063413,-0.839256,-4.283601,2.401957,-4.534211,-4.280879,-4.472731,1.458307,13.389216,-11.283098,-13.338507,14.821812,7.359089,8.594329,-8.951021,-0.628164,12.198585,0.610331,2.833923,-0.170967,1.763670,-4.530767,1.267525,0.791793,-0.725074,-3.354634,0.158463,1.791658,-2.632469,3.284071,-0.796782,0.083182,-1.738669,-3.072705,1.535622,3.906994,-3.855196,-0.382960,-3.962452,2.152604,2.498445,-5.633988,2.537185,-12.119867,-5.502015,-20.409187,9.570046,0.184357,5.157373,-0.760380,9.909766,-13.442954,5.845889,3.127608,1.926893,0.810039,-0.919041,0.113000
102.801448,29.258620,1124.557007,0.000000,3.279549,3.647944,1.189115,-0.427847,-0.978402,-3.601441,0.902136,-2.589202,-5.005080,-3.832503,-0.422939,5.905589,-5.894802,-5.925645,5.358004,-5.832277,0.060935,7.239511,3.808529,8.203720,1.712311,-0.162897,1.023326,2.230290,-6.822780,0.890184,1.913738,-1.529375,-2.517914,-0.705819,0.800969,-4.824011,1.413478,4.167884,-1.604837,-7.296790,1.228900,-0.936149,0.710158,-8.699540,-10.791451,-6.573090,3.685400,-6.867430,7.859293,-1.821256,6.481592,-12.039103,1.777588,4.090922,3.131576,1.567621,-1.331687,0.505230,0.378515,1.707227,0.754464,-0.897786,-1.222702,-2.111465,-0.950571
102.801615,29.258620,1112.268066,0.000000,3.656285,4.621596,1.228509,-0.498669,-0.957636,-2.359582,0.169057,-1.818165,-1.182120,-3.894649,-3.490313,-2.720737,4.545615,-6.185090,-5.538776,4.304033,-2.981362,-1.608217,7.861425,9.368485,8.625144,1.035784,0.742918,0.867938,1.925177,-7.606286,1.060998,2.575744,-0.851590,-3.918236,-0.316481,-0.160428,-0.440340,3.064077,-1.197719,1.518309,-2.303435,-2.804221,1.720926,4.176048,-0.589684,-1.012995,-4.853939,-1.295358,6.244357,-3.317810,0.196070,-17.981174,-1.522548,-0.502506,-6.991616,6.913915,-2.631772,3.996366,-9.836650,-0.214712,4.391599,2.998070,1.730135,-1.102588,0.109929
102.801781,29.258620,1104.158569,0.000000,3.774554,5.420337,1.429116,-0.552834,-0.712796,-3.221072,1.199154,-1.533761,-1.173872,-3.056573,-4.048878,-2.196864,5.687750,-9.525279,-5.146753,2.542106,0.181834,1.770696,5.081342,13.165819,-0.090761,5.155581,5.825107,1.028685,1.204023,-6.620847,1.431503,4.216528,-1.602774,-4.941562,-0.115554,0.309584,-0.107503,3.422912,-1.476925,2.081568,-2.528086,-2.980072,2.092714,4.146860,-0.107414,-1.407205,-5.269583,-1.042400,5.141927,-2.496319,0.027359,-5.349871,-16.104208,-10.310252,5.272528,-2.543668,3.877724,-2.002094,5.649324,-8.623993,-0.930145,4.316334,2.982389,1.740728,-0.920678
102.801948,29.258620,1095.479492,0.000000,2.360089,6.137436,2.127086,-1.031015,-0.768425,-4.309901,2.459744,-1.632746,-0.597051,-10.391926,-1.204158,5.703476,-10.786703,-10.877420,-0.385559,6.882134,2.672301,-0.238939,11.453291,0.718912,7.836357,7.016432,0.025654,1.046552,-2.221254,1.751769,2.769186,0.804796,-6.868440,0.544398,1.293227,-0.316168,3.792288,-1.876288,2.271853,-2.450480,-3.013016,1.317653,4.349201,-0.877044,-0.471574,-1.821532,-1.625348,4.860761,0.491240,-0.405588,-5.382902,-12.930980,-12.829309,8.228737,-5.711853,4.118035,-1.910625,5.176116,-8.515479,1.221663,4.251522,2.690186,1.813795,-0.846985,-0.784148
102.786948,29.258453,1765.934082,0.000000,-5.448176,0.187926,-3.125910,2.445776,2.056070,1.721019,0.083927,-0.823159,-3.586246,-0.895154,5.083405,-1.631818,23.572830,-6.642749,3.615144,15.578060,3.565315,1.909153,-9.139622,11.612732,6.349762,-1.806179,-7.597363,-3.361656,5.087891,-0.531128,-4.405643,-6.585953,-6.216820,-6.006853,-0.098946,1.638687,1.315443,-2.085489,-2.861333,-1.089486,0.317931,0.142304,5.027283,7.423546,2.852454,-0.858090,-6.572990,1.025198,10.796379,6.997272,10.280766,-2.146721,-1.362736,-3.266842,12.960903,-8.596992,1.504662,-3.669121,3.331535,-9.726562,3.650005,-5.501705,-3.798954,-0.507637,0.826679
