x,y,z,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
102.0494461,30.660923,1843.142,4.2,2.58,2.243,2.753,2.186,3.79,1.733,-0.147,1.238,-0.126,1.21,-1.962,-0.956,-3.747,-0.916,-2.54,-4.792,-0.984,-3.499,-6.922,-6.491
102.0495224,30.6609344,1833.77,3.886,3.479,0.097,10.288,1.843,1.571,-0.019,2.088,-2.529,-1.626,-1.606,-3.062,-1.864,-4.651,0.378,-0.52,-5.768,-0.967,-2.738,-4.509,-6.014
102.0495605,30.6609383,1839.447,5.911,2.78,-0.466,9.765,0.912,2.698,-0.857,5.172,-2.863,-4.011,-5.641,-3.365,-4.388,-0.962,0.9890000000000002,-0.484,-9.372,-0.045,-4.522,-4.271,-1.002
102.0495911,30.660944,1837.773,6.561,2.403,-0.392,9.192,0.449,2.442,-0.909,5.203,-3.142,-4.594,-5.557,-3.863,-5.035,0.211,1.147,-0.547,-10.365,0.615,-5.121,-2.819,0.326
102.0496292,30.6609497,1834.05,7.29,1.143,-0.448,8.798,0.671,2.124,-0.322,5.007,-5.812,-5.475,-5.394,-4.926,-6.023,1.451,2.46,-1.416,-12.108,0.151,-5.245,1.39,4.227
102.0496979,30.6609592,1807.804,10.438,15.153,2.48,0.774,10.518,5.361,1.629,6.713,-3.264,9.504,4.212,-1.699,-1.052,-5.091,-14.313,-15.661,-0.395,-21.099,0.48,-11.275,-10.708
102.0518417,30.6612797,2046.029,11.383,-1.366,1.366,4.273,-11.337,9.295000000000002,-3.371,2.515,-0.758,0.497,-1.398,7.106,-4.4,2.091,-3.033,1.868,-4.396,-3.143,-7.092,-7.259999999999998,-1.515
102.0518799,30.6612854,2066.06,11.585,-4.759,5.417,5.172,9.186000000000002,5.238,-6.399,3.614,-1.77,-1.594,-3.121,5.104,-4.012,-1.444,-4.884,-0.389,-7.588,-2.703,-8.830999999999998,-10.081,-5.078
102.0519485,30.6612949,2078.505,15.164,-2.239,5.68,15.904,5.038,2.397,-4.606,1.278,-0.859,3.132,-0.114,5.207,-11.058,-2.683,1.162,2.266,-8.397,-16.806,-8.801,-10.326,-11.764
102.0519867,30.6613007,2079.41,13.496,11.661,10.397,5.558,4.423,1.084,-2.345,0.8359999999999999,-4.732,3.146,-0.333,7.538999999999999,-3.469,-5.827,-3.995,-7.562,-12.637,-7.993999999999998,-7.673,-11.125,-14.285
102.0520172,30.6613064,2072.793,12.625,13.285,11.199,6.438,5.991,2.133,1.445,3.503,-5.281,5.391,0.58,-16.291,-1.954,-4.795,-3.27,-6.618,-11.613,-5.399,-5.883,-9.096,-13.821
102.0526276,30.661396,2061.902,1.432,11.897,7.516,3.594,4.551,5.486,4.304,13.762,-1.034,-0.878,0.96,-8.093,-7.442999999999999,-9.437,-6.104,-8.431,-6.057,-7.176,-6.067,-5.937,-9.608
102.0526657,30.6614017,2098.473,6.534,10.132,12.317,2.929,6.619,7.926,5.65,-0.242,1.425,-3.76,-6.615,-9.641,-2.539,-6.306,-4.515,-12.498,-6.241,-6.344,-7.298,-6.257,-8.429
102.05269620000001,30.6614075,2087.313,5.121,10.343000000000002,11.258,3.166,4.508,6.404,4.899,-0.48,2.47,-13.295000000000003,-0.879,-9.66,-3.811,-2.264,-4.031,-11.614,-5.508,-8.564,-7.029,-6.449,-10.52
102.0527344,30.6614113,2095.226,5.071,10.888000000000002,-2.487,2.848,5.541,9.262,1.598,4.238,5.523,-13.545000000000003,-5.146,-12.983,-2.212,2.294,-0.573,-11.703,-2.721,-6.777,-5.513,-5.728,-8.461999999999998
102.05276490000001,30.661417,2008.193,12.302,8.285,7.737,8.823,8.416,5.518,12.026,-3.234,7.183,3.483,-0.365,-2.007,-3.87,-8.04,-12.538,-16.475,-1.713,-9.453,-17.668,-16.386,-11.957
102.0528717,30.6614323,2048.964,15.375,-0.637,7.148,5.757,6.314,4.116,4.228,1.143,2.953,-4.505,-7.164,-3.904,-4.039,-5.013,-7.667,-2.993,-13.652,3.088,-14.422,-13.086,1.936
102.054718,30.6617088,2185.783,8.313,9.455,7.816,5.816,3.566,2.975,-2.659,5.558,-2.574,8.388999999999998,3.911,1.125,-1.621,-5.531,-4.338,3.518,-13.807,-10.784,-7.67,-9.823,-17.892
102.05475620000001,30.6617146,2180.748,8.006999999999998,10.239,7.937,4.616,5.141,1.224,-3.479,4.664,-1.384,7.248,4.487,1.91,-2.591,-4.107,-3.642,2.268,-14.101,-11.401,-7.272,-8.301999999999998,-18.565
102.0547943,30.6617184,2199.773,6.96,7.509999999999998,5.742,3.749,2.743,3.061,-3.607,4.299,-1.536,5.499,3.702,0.976,-0.8269999999999998,-4.244,-4.014,-1.453,-16.497,-14.752,-6.861,-8.12,6.692
102.0589828,30.662344,2586.912,2.427,6.501,3.618,-5.073,0.773,-0.407,2.499,7.596,3.606,-0.538,-8.756999999999998,4.651,-2.323,3.729,-4.834,-8.012,6.1,1.163,-8.827999999999998,-10.135,-3.968
102.0492096,30.6610146,1849.702,13.496,0.052,4.531,5.938,-5.504,4.579,17.241,-0.881,-2.877,-6.608,-6.276,12.017,-7.884999999999998,-3.067,-7.554999999999999,1.603,-8.08,-12.706,-10.343000000000002,-6.195,-8.118999999999998
102.0492477,30.6610203,1837.144,-3.38,9.516,4.267,-7.517999999999998,4.281,-7.909,4.573,-1.884,8.445999999999998,2.572,3.044,-6.392,-0.337,3.335,-0.334,-11.98,1.827,-0.697,-3.009,-4.887,5.619
102.0492859,30.661026,1858.222,2.757,4.848,6.729,-1.372,4.037,0.8449999999999999,0.908,-1.604,0.463,2.187,3.89,-3.957,1.217,-3.778,-2.242,-2.733,-4.187,-2.695,-2.697,-3.621,-7.4
102.0493164,30.6610298,1861.104,4.33,4.672,7.204,-1.777,4.296,0.855,-0.404,-1.808,0.092,2.473,4.881,-3.9,1.01,-3.31,-3.161,-3.183,-5.032,-1.975,-3.376,-3.004,-7.511
102.0493546,30.6610355,1851.006,3.471,3.659,8.503,9.008,3.007,0.976,-2.35,-4.198,1.712,0.477,2.487,-4.171,-2.22,-2.994,-4.236,-3.739,-5.329,-1.858,-3.621,-4.32,-7.365
102.0493851,30.6610413,1846.887,3.877,2.747,8.434,7.732,2.04,2.816,-2.879,-3.114,2.341,-0.101,1.33,-3.031,-2.643,-3.338,-3.243,-3.892,-4.417,-1.307,-3.626,-6.376,-6.791
102.0494232,30.661047,1847.135,4.543,2.269,-0.651,4.63,2.014,5.027,0.081,0.255,3.98,0.279,1.221,-0.882,-1.665,-5.211,-1.191,-2.919,-3.678,-1.918,-3.258,-8.170999999999998,-5.674
102.0494995,30.6610584,1841.372,4.413,2.65,1.624,3.927,1.507,2.702,1.345,0.631,0.414,-1.071,-1.023,-0.8309999999999998,-1.417,-2.181,-0.891,-1.721,-4.735,-1.408,-3.633,-6.308,-5.285
102.04953,30.6610622,1794.913,5.577,9.753,-1.245,6.931,3.792,7.194,1.694,0.411,-3.227,0.697,-3.277,1.374,-7.242,2.46,1.714,-19.228,-1.176,4.988,-3.339,-2.54,-22.083
102.0525665,30.6615143,2086.765,9.633,13.356,-3.149,8.253999999999998,4.629,2.769,3.699,-3.825,-1.488,4.591,-1.271,-5.65,2.339,-1.202,-2.669,-7.738,-10.965,0.251,-3.026,-6.497,-17.452
102.0526047,30.66152,2090.824,5.866,10.986,11.796,5.599,3.673,4.948,5.534,-5.519,1.874,0.9990000000000002,0.299,-5.342,-1.989,-6.766,-5.606,-11.871,-6.068,-7.4,-5.168,-6.092,-11.948
102.0526352,30.6615257,2099.315,8.076,9.505,12.223,5.494,4.046,5.67,2.443,-3.57,1.805,-2.478,1.4,0.351,-3.72,-5.72,-7.496,-14.743,-6.367,-5.765,-9.753,-8.842,-10.170000000000002
102.0526733,30.6615314,2089.909,6.303,11.122,12.099,3.223,2.995,4.434,1.864,-2.239,2.003,-15.255,0.58,1.001,-3.917,-3.077,-5.224,-12.704,-5.343,-9.014,-7.865,-7.933,-11.964
102.0527802,30.6615467,2020.128,13.392,9.239,7.235,9.247,12.181,5.82,9.7,-2.632,2.012,3.205,-1.592,-2.194,-1.375,-7.16,-11.305,-18.691,-0.49,-9.464,-16.825,-16.38,-15.311
102.0528107,30.6615505,2038.563,16.076,4.262,8.929,9.411,9.36,4.679,8.237,1.609,3.849,0.251,-7.239,-3.792,-1.554,-6.896,-12.219,3.166,-3.412,-13.972,-14.929,-16.51,-23.308
102.0546951,30.6618328,2194.648,7.567,9.489,6.232,4.021,5.228,3.217,-4.208,5.138,-1.597,8.686,5.225,3.033,-2.414,-2.63,-3.426,2.341,-14.021,-11.783,-6.472,-8.724,-20.132
102.0547333,30.6618366,2187.112,6.967,9.94,6.228,3.182,5.459,3.14,-4.184,4.589,-0.9900000000000002,7.343,5.066,2.252,-2.792,-2.244,-2.029,1.797,-14.059,-11.754,-5.492,-7.703999999999998,-20.605
102.0547638,30.6618423,2186.775,7.317999999999999,9.877,5.413,2.093,5.718,3.019,-3.921,3.876,-0.772,7.553,5.513,2.534,-2.462,-1.481,-1.349,1.699,-14.353,-11.975,-5.601,-7.091,-20.774
102.0548019,30.6618481,2178.824,5.475,5.143,0.602,0.199,5.921,5.963,4.634,1.027,-4.106,4.523,4.425,3.83,-2.639,1.75,2.159,0.883,-14.224,-11.527,-1.696,-5.266,-20.446
102.0549088,30.6618633,2177.197,6.743,0.065,-0.1,1.875,5.306,6.872,0.911,-1.155,-0.95,-0.968,1.235,0.649,-0.542,0.575,0.71,-2.047,-14.184,-13.432,-2.56,-7.410999999999999,6.964
102.0596695,30.6625729,2629.655,19.455,4.933,12.452000000000004,13.426,4.632,7.615999999999999,1.501,-4.207,7.551999999999999,3.336,3.294,-11.44,-13.432,-6.407,-6.243,-6.976,-14.473,-9.454,-7.796,-11.798,-16.458
102.0599518,30.6626148,2636.247,2.827,10.12,18.816,13.892,2.066,2.835,-3.303,-0.28,-2.267,-13.483,0.9950000000000002,-10.192,-3.922,-4.049,-5.164,-13.605,-1.14,-1.745,-10.666,-8.29,-10.848
102.0598297,30.6625957,2642.038,8.858,8.532999999999998,-5.518,-0.91,12.111,3.743,6.022,3.77,7.61,-9.228,2.55,-5.264,-8.067999999999998,-1.36,-0.368,-6.882,-13.959,-9.864,-2.519,-5.653,-12.893
102.0490112,30.6611137,1844.165,6.44,0.904,0.706,2.961,0.944,4.832,-3.599,1.066,2.761,-0.173,0.706,0.745,-1.263,-3.322,-2.02,-0.976,-3.52,-1.737,-2.698,-8.689999999999998,-3.941
102.0490875,30.6611233,1764.13,9.044,15.876,-1.238,6.256,7.316,-7.990999999999999,3.919,0.006,-0.965,7.602,-13.253,9.47,-6.905,6.045,2.898,-9.669,-5.465,-16.267,-4.745,-0.01,-13.286
102.049118,30.661129,1765.91,10.363,16.908999999999995,-0.561,5.728,5.218,-5.452,5.685,0.448,0.114,9.089,-11.513000000000002,-0.519,-6.052,7.096,0.524,-8.598,-6.748,-16.541,-5.314,1.239,-11.932
102.0491562,30.6611328,1854.869,10.098,1.14,2.24,1.491,-2.704,9.729,3.916,4.776,0.804,0.8459999999999999,4.865,-7.355,-0.894,-2.68,-8.487999999999998,-4.309,0.861,-9.207,-11.855,-7.716999999999999,0.288
102.0516815,30.6615105,1965.272,16.297,4.291,-0.22,9.078,6.895,8.285,8.118999999999998,-4.646,2.985,-0.625,-3.631,0.878,-8.05,-3.123,1.58,-9.601,-10.843000000000002,-16.84,-9.085,-8.013,-10.675
102.0527267,30.6616669,2042.692,12.788,15.175,13.65,10.997,1.263,4.1,8.047,5.744,2.313,-0.189,-4.235,-6.6,-4.704,-11.502,-14.342,-13.114,-3.562,-6.602,-16.273,-18.243,-10.69
102.05276490000001,30.6616707,2042.422,12.846,14.762,13.461,11.185,2.501,2.985,8.05,2.633,3.467,-0.375,-2.576,-6.346,-5.944,-9.606,-12.539,-13.11,-5.257,-8.378999999999998,-15.253,-15.881,-12.573
102.0527954,30.6616764,2029.696,12.785,14.24,11.745,10.089,2.377,1.41,9.647,1.841,4.762,-1.372,-3.433,-6.842,-7.613,-8.513,-9.299,-11.653,-6.045,-8.572,-15.026,-12.112,-13.145
102.05283360000001,30.6616821,2040.011,13.694,14.408,11.617,9.424,3.367,2.411,8.253,1.662,3.269,-0.628,-1.901,-6.067,-5.859,-7.724,-9.906,-12.457,-7.14,-8.727999999999998,-15.223,-14.24,-13.268
102.0529022,30.6616917,2017.21,8.663,5.917,3.429,18.468,9.584,6.537,-6.492,-2.399,-1.751,-2.685,-0.399,0.782,-2.741,-2.328,-2.922,-12.377,-6.63,-7.19,-10.05,-10.329,-12.919
102.0529709,30.6617031,2009.318,14.978,10.162,10.446,8.606999999999998,7.104,7.668,5.532,5.112,3.468,-6.022,-8.234999999999998,-10.161,-4.814,-9.699,-7.772,-8.752,-7.205,-9.665,-13.715,-15.816,-10.556
102.0585022,30.6625271,2479.594,10.735,14.905,7.506,4.338,2.522,3.758,15.404,-1.496,-13.369,2.28,1.92,1.109,5.502,-1.959,-7.78,-14.32,-11.278,-4.564,-14.711,-13.523,-13.995
102.0585403,30.6625328,2474.627,12.232,14.654,9.954,5.775,3.583,3.512,14.374,-3.236,-14.55,2.79,0.278,3.02,6.235,-3.795,-10.749,-12.857,-12.608,-6.182,-13.222,-12.851,-14.39
102.0596313,30.6626949,2536.649,15.007,7.992,4.53,5.62,5.521,3.191,-6.22,6.413,10.889,4.35,-5.851,2.451,-6.701,-8.886,-6.943,-0.121,-4.919,-15.972,-10.828,-11.606,-9.641
102.0483246,30.6611366,1754.505,2.074,9.768,2.288,14.170000000000003,13.444,-0.118,4.742,5.345,-2.069,-10.421,-11.714,7.521,-0.585,-3.38,-9.901,-12.93,-2.623,-7.974,-14.53,-11.688,-6.023
102.0489883,30.6612358,1852.983,8.096999999999998,0.391,2.918,1.801,0.948,4.474,-11.437,2.611,2.808,0.677,1.097,1.089,-0.693,-1.147,-2.793,-0.528,-2.112,-0.807,-3.55,-9.581,-2.441
102.0490265,30.6612415,1850.653,7.993,-1.151,0.976,2.897,1.653,4.093,-8.188,3.436,1.264,0.226,1.127,1.056,-1.1210000000000002,-1.969,-4.061,0.23,-0.965,-1.494,-2.128,-9.72,-2.23
102.049057,30.6612473,1862.096,8.426,-0.718,-1.447,4.089,5.15,3.872,-0.57,5.776,-1.09,-0.707,1.992,-0.024,-0.695,-4.914,-7.506999999999999,-2.257,-1.412,-1.252,-6.391,-10.358,-2.936
102.0491257,30.6612568,1863.563,6.665,1.529,2.632,1.542,3.051,3.962,4.515,4.283,-0.277,0.331,3.715,-5.019,-0.495,-4.573,-7.764999999999999,-3.055,-2.119,-2.748,-8.102,-8.165,-3.079
102.0491638,30.6612625,1850.163,-3.909,2.661,6.644,0.192,4.974,2.341,7.522999999999999,2.483,0.402,0.15,1.876,-2.665,0.217,-5.114,-1.375,-0.872,-1.257,-2.744,-5.521,-6.196,-11.102
102.049202,30.6612682,1855.503,-0.44,1.504,6.851,-1.656,5.2,4.47,7.352,1.394,0.333,0.659,2.491,-2.911,0.878,-6.053,-2.54,-1.013,-1.453,-3.373,-5.148,-7.245,-11.332
102.0526352,30.6617794,2113.257,17.248,10.563,15.137,9.423,1.481,6.867,10.732,3.297,1.075,-12.152,-2.904,-4.466,-8.457,-11.335,-11.72,-9.848,-9.983,-9.677,-14.975,-17.087,-12.968000000000004
102.0527039,30.6617908,2086.057,15.43,11.536,14.237,15.52,3.788,3.839,8.865999999999998,0.938,0.239,1.325,-1.751,-5.473,-6.884,-9.77,-12.447,-12.045000000000003,-8.268,-10.922,-16.03,-16.844,-11.909
102.052742,30.6617947,2045.248,12.451,14.035,12.528,12.531,4.684,2.923,7.410999999999999,2.062,3.163,0.451,-2.171,-5.988,-5.123,-9.271,-12.537,-12.746,-6.299,-9.326,-15.06,-16.780999999999995,-12.4
